Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,SecondsAfterSunRise,SecondsAfterSunSet
1.93,53,30.46,99,133.96,3.37,58985,13985
2.32,53,30.46,99,125.28,0.0,59284,14284
2.8,53,30.46,99,122.1,2.25,59583,14583
3.19,53,30.46,99,92.95,3.37,59883,14883
2.92,53,30.46,99,125.75,4.5,60184,15184
2.75,53,30.46,99,189.13,3.37,60485,15485
2.66,53,30.46,99,144.3,4.5,60787,15787
2.76,53,30.46,99,157.36,6.75,61082,16082
2.85,53,30.45,99,176.24,5.62,61383,16383
3.27,52,30.45,99,118.47,6.75,61685,16685
3.34,53,30.45,99,113.9,0.0,61986,16986
2.64,53,30.45,99,165.25,3.37,62285,17285
2.66,53,30.45,98,148.44,6.75,62582,17582
2.59,53,30.45,98,155.45,4.5,62883,17883
3.03,53,30.45,98,135.92,5.62,63183,18183
2.56,53,30.45,98,159.27,4.5,63483,18483
2.21,53,30.45,98,139.0,4.5,63787,18787
2.06,53,30.45,98,150.52,5.62,64086,19086
2.01,53,30.45,98,149.37,4.5,-22076,-66956
2.25,53,30.45,97,151.71,5.62,-21774,-66654
1.85,52,30.44,97,166.45,4.5,-21175,-66055
1.8,52,30.44,97,150.87,5.62,-20874,-65754
1.7,53,30.44,97,167.49,7.87,-19974,-64854
1.66,53,30.44,97,159.7,4.5,-19671,-64551
1.91,53,30.43,97,179.48,5.62,-19375,-64255
1.68,53,30.43,97,175.33,5.62,-19074,-63954
1.88,53,30.43,97,171.52,6.75,-18775,-63655
3.86,53,30.43,97,136.8,2.25,-18475,-63355
3.59,53,30.43,97,150.76,4.5,-18173,-63053
3.19,53,30.43,96,171.24,4.5,-17875,-62755
2.74,53,30.42,96,162.06,5.62,-17576,-62456
2.19,52,30.42,96,187.44,3.37,-17274,-62154
4.33,52,30.42,96,164.92,5.62,-16975,-61855
2.99,52,30.42,96,177.14,4.5,-16676,-61556
3.01,52,30.42,96,174.69,6.75,-16374,-61254
2.23,52,30.42,96,186.93,3.37,-16077,-60957
3.64,52,30.42,96,157.98,4.5,-15773,-60653
2.69,52,30.42,96,174.26,5.62,-15472,-60352
2.13,52,30.42,96,163.78,4.5,-15177,-60057
2.22,52,30.42,96,194.01,5.62,-14875,-59755
1.99,52,30.42,97,190.08,6.75,-14577,-59457
1.88,52,30.41,97,190.41,6.75,-14272,-59152
1.94,52,30.41,96,182.21,10.12,-13975,-58855
1.89,52,30.41,96,172.63,9.0,-13676,-58556
1.94,52,30.41,95,175.67,7.87,-13376,-58256
2.35,52,30.41,95,177.36,3.37,-13076,-57956
3.2,53,30.41,94,170.1,3.37,-12775,-57655
3.27,53,30.41,93,134.94,4.5,-12474,-57354
1.98,53,30.41,92,157.37,3.37,-12175,-57055
2.17,53,30.41,91,157.61,2.25,-11873,-56753
3.49,53,30.41,93,49.39,1.12,-11574,-56454
3.56,52,30.41,93,49.79,3.37,-11278,-56158
3.9,52,30.41,96,222.03,3.37,-10975,-55855
3.6,52,30.41,95,224.37,3.37,-10678,-55558
3.51,51,30.41,96,212.35,3.37,-10377,-55257
3.25,51,30.4,95,182.81,6.75,-10074,-54954
2.8,51,30.41,94,163.34,4.5,-9776,-54656
2.78,51,30.41,93,354.73,2.25,-9475,-54355
3.15,52,30.41,96,292.05,4.5,-9171,-54051
3.36,52,30.41,97,248.4,3.37,-8875,-53755
3.05,51,30.41,96,254.07,4.5,-8577,-53457
2.86,51,30.41,96,262.74,5.62,-8277,-53157
2.6,51,30.4,97,257.32,4.5,-7976,-52856
2.56,52,30.41,97,289.34,6.75,-7672,-52552
3.05,52,30.4,96,251.72,7.87,-7374,-52254
3.01,51,30.4,96,233.3,6.75,-7071,-51951
2.94,51,30.4,96,242.9,5.62,-6776,-51656
2.95,51,30.4,95,236.83,6.75,-6475,-51355
2.9,51,30.4,94,226.82,6.75,-6174,-51054
2.87,51,30.4,93,222.6,7.87,-5877,-50757
2.95,51,30.4,92,223.25,6.75,-5573,-50453
2.72,51,30.4,91,224.81,7.87,-5275,-50155
2.66,51,30.41,91,209.36,5.62,-4977,-49857
2.44,51,30.41,92,222.49,4.5,-4676,-49556
2.54,51,30.41,92,202.26,7.87,-4374,-49254
2.55,50,30.4,92,214.01,5.62,-4077,-48957
2.3,50,30.41,93,214.44,6.75,-3776,-48656
2.23,50,30.41,94,212.66,5.62,-3475,-48355
2.5,50,30.41,94,213.73,9.0,-3177,-48057
2.76,50,30.41,93,216.23,7.87,-2872,-47752
2.13,50,30.41,93,209.34,9.0,-2575,-47455
1.92,50,30.41,92,226.93,7.87,-2275,-47155
1.92,51,30.41,92,223.9,6.75,-1972,-46852
1.75,51,30.42,92,205.34,6.75,-1676,-46556
1.74,51,30.42,92,210.19,9.0,-1375,-46255
1.63,50,30.42,92,203.85,6.75,-1076,-45956
1.87,50,30.42,92,211.26,9.0,-777,-45657
4.46,50,30.42,92,207.47,7.87,-475,-45355
6.04,51,30.42,92,212.11,5.62,-169,-45049
7.94,50,30.42,92,210.22,9.0,127,-44753
10.01,50,30.42,92,212.26,6.75,427,-44453
13.29,50,30.42,92,205.0,7.87,726,-44154
14.37,50,30.42,93,205.64,7.87,1022,-43858
16.21,50,30.42,93,207.52,7.87,1328,-43552
16.42,50,30.42,94,217.15,5.62,1624,-43256
17.96,50,30.42,94,215.65,5.62,1923,-42957
18.74,51,30.42,94,249.83,5.62,2224,-42656
19.61,51,30.42,93,244.72,6.75,2524,-42356
139.01,52,30.42,93,244.36,10.12,2825,-42055
170.13,53,30.42,92,236.64,9.0,3122,-41758
194.02,53,30.43,92,236.54,9.0,3427,-41453
217.24,54,30.43,91,231.77,9.0,3728,-41152
241.77,54,30.43,91,232.01,5.62,4025,-40855
267.21,55,30.43,91,240.25,6.75,4323,-40557
289.96,55,30.43,91,225.88,9.0,4624,-40256
311.13,55,30.43,90,228.6,7.87,4928,-39952
329.47,56,30.43,90,234.19,7.87,5224,-39656
350.1,56,30.44,88,256.97,7.87,5525,-39355
370.36,57,30.44,87,265.93,6.75,5828,-39052
390.03,57,30.44,88,289.63,10.12,6124,-38756
410.34,57,30.44,90,294.97,7.87,6425,-38455
431.45,57,30.44,91,271.55,9.0,6723,-38157
451.16,57,30.44,90,266.07,13.5,7023,-37857
469.79,57,30.44,89,262.74,11.25,7329,-37551
487.66,57,30.44,88,258.06,10.12,7626,-37254
505.59,58,30.44,87,239.2,7.87,7924,-36956
525.48,58,30.45,86,284.02,6.75,8225,-36655
545.26,58,30.45,86,310.89,11.25,8526,-36354
563.82,59,30.45,85,292.79,6.75,8829,-36051
271.8,59,30.45,87,314.48,5.62,9126,-35754
602.55,59,30.45,86,260.24,5.62,9427,-35453
621.21,59,30.45,87,311.36,5.62,9723,-35157
641.15,59,30.45,87,313.68,7.87,10022,-34858
665.26,59,30.45,85,277.69,3.37,10327,-34553
683.91,60,30.45,82,307.37,4.5,10622,-34258
724.96,60,30.45,85,275.95,4.5,10927,-33953
754.28,60,30.45,82,168.54,9.0,11227,-33653
771.37,60,30.46,82,301.0,5.62,11522,-33358
435.19,60,30.46,84,300.75,10.12,11823,-33057
294.44,60,30.46,85,311.86,9.0,12425,-32455
739.38,60,30.46,84,310.31,10.12,12725,-32155
938.35,60,30.46,86,318.52,9.0,13028,-31852
734.06,60,30.46,85,310.61,9.0,13323,-31557
435.7,61,30.46,84,312.9,10.12,13629,-31251
479.44,61,30.46,82,341.14,4.5,13931,-30949
693.26,61,30.46,81,299.44,7.87,14225,-30655
696.79,61,30.46,83,336.93,12.37,14523,-30357
1088.09,61,30.46,84,358.82,3.37,14823,-30057
675.33,62,30.46,82,330.16,10.12,15123,-29757
304.57,62,30.46,80,336.32,5.62,15424,-29456
430.17,62,30.46,81,323.35,10.12,15722,-29158
663.01,62,30.46,78,341.59,3.37,16027,-28853
386.09,62,30.46,79,314.26,6.75,16328,-28552
865.52,62,30.46,81,341.92,7.87,16625,-28255
398.25,62,30.46,80,339.23,12.37,16925,-27955
467.61,62,30.46,80,336.3,10.12,17224,-27656
464.71,63,30.46,78,344.41,5.62,17522,-27358
289.74,63,30.46,79,338.66,11.25,17824,-27056
225.56,63,30.46,80,331.91,5.62,18126,-26754
247.89,63,30.46,81,359.0,9.0,18423,-26457
215.95,62,30.46,78,321.64,6.75,18722,-26158
150.5,62,30.46,81,332.41,11.25,19022,-25858
176.47,62,30.46,81,317.16,9.0,19323,-25557
201.05,62,30.46,79,341.05,6.75,19623,-25257
128.77,62,30.46,87,359.37,4.5,19924,-24956
206.03,61,30.45,86,357.86,3.37,20225,-24655
102.8,61,30.45,89,53.33,3.37,20523,-24357
182.37,60,30.45,92,33.94,6.75,20822,-24058
60.84,60,30.45,93,23.87,5.62,21124,-23756
32.15,59,30.45,95,5.42,5.62,21429,-23451
57.3,59,30.45,95,116.78,3.37,21723,-23157
126.84,59,30.45,96,94.79,2.25,22027,-22853
139.61,58,30.45,96,6.98,2.25,22324,-22556
182.15,58,30.45,96,95.7,4.5,22625,-22255
131.56,58,30.45,96,128.93,5.62,22926,-21954
99.43,58,30.45,96,132.36,4.5,23226,-21654
109.98,58,30.45,96,140.63,4.5,23523,-21357
134.28,58,30.45,97,89.09,4.5,23824,-21056
150.55,58,30.44,97,86.73,6.75,24127,-20753
182.19,57,30.44,98,103.45,4.5,24423,-20457
173.79,57,30.44,98,42.5,1.12,24728,-20152
129.98,57,30.44,98,100.04,2.25,25026,-19854
192.03,57,30.44,99,74.82,3.37,25329,-19551
176.7,57,30.44,99,108.6,6.75,25624,-19256
144.64,57,30.43,99,68.57,5.62,25922,-18958
115.67,57,30.43,99,62.15,3.37,26225,-18655
104.32,57,30.43,99,100.93,2.25,26524,-18356
126.81,57,30.43,99,38.92,0.0,26825,-18055
190.01,57,30.43,99,42.72,3.37,27127,-17753
195.52,57,30.43,99,40.94,3.37,27423,-17457
129.59,58,30.43,99,66.83,3.37,27723,-17157
101.85,57,30.43,99,146.07,0.0,28022,-16858
109.21,58,30.43,99,52.46,2.25,28325,-16555
145.06,58,30.43,98,62.61,3.37,28624,-16256
165.49,58,30.43,98,164.47,5.62,28922,-15958
143.7,58,30.43,98,84.38,4.5,29227,-15653
107.4,58,30.43,98,85.15,2.25,29525,-15355
84.5,57,30.43,98,82.34,5.62,29825,-15055
98.3,57,30.43,98,147.86,3.37,30127,-14753
81.35,57,30.43,98,77.83,1.12,30423,-14457
60.64,57,30.43,98,77.38,4.5,30727,-14153
44.8,57,30.43,98,78.27,2.25,31022,-13858
49.82,57,30.43,98,48.44,1.12,31323,-13557
58.4,57,30.42,98,143.14,3.37,31625,-13255
69.36,57,30.42,99,61.88,0.0,31927,-12953
96.24,57,30.42,99,90.55,6.75,32225,-12655
133.14,57,30.42,98,140.18,0.0,32530,-12350
140.73,57,30.42,98,123.17,6.75,32832,-12048
117.22,58,30.41,97,135.63,9.0,33124,-11756
123.72,58,30.41,97,139.86,5.62,33426,-11454
137.83,58,30.41,97,149.89,6.75,33726,-11154
122.26,58,30.42,96,41.98,4.5,34025,-10855
120.78,58,30.42,97,51.72,4.5,34323,-10557
169.84,58,30.42,97,33.76,4.5,34624,-10256
247.29,58,30.41,98,37.32,5.62,34926,-9954
257.11,58,30.41,98,9.89,3.37,35227,-9653
338.05,59,30.41,97,45.61,4.5,35523,-9357
210.02,59,30.41,96,68.22,2.25,35825,-9055
96.61,60,30.41,96,138.3,3.37,36124,-8756
61.85,60,30.41,93,167.82,3.37,36428,-8452
44.71,60,30.41,91,167.82,5.62,36725,-8155
50.2,60,30.41,91,155.29,4.5,37026,-7854
41.64,60,30.41,91,150.86,6.75,37325,-7555
36.33,60,30.41,91,146.86,5.62,37624,-7256
44.96,60,30.42,89,179.35,3.37,37926,-6954
45.28,59,30.42,91,343.81,2.25,38224,-6656
42.25,59,30.42,94,42.85,4.5,38523,-6357
53.43,59,30.42,95,70.0,0.0,38825,-6055
59.41,58,30.42,95,68.46,0.0,39125,-5755
60.48,58,30.42,94,68.36,1.12,39423,-5457
61.26,58,30.42,94,68.31,0.0,39725,-5155
47.83,58,30.42,95,50.77,0.0,40022,-4858
46.07,58,30.42,96,75.31,3.37,40325,-4555
39.86,58,30.42,94,75.6,2.25,40624,-4256
47.47,58,30.42,95,192.9,2.25,40925,-3955
48.17,58,30.42,94,272.28,3.37,41223,-3657
37.98,58,30.43,96,315.24,2.25,41524,-3356
31.65,58,30.43,97,269.56,3.37,41824,-3056
35.37,58,30.43,98,266.98,3.37,42124,-2756
35.46,57,30.43,99,265.9,7.87,42425,-2455
18.18,57,30.43,99,293.64,5.62,43026,-1854
14.67,57,30.43,99,245.87,4.5,43324,-1556
10.42,57,30.43,100,269.53,3.37,43623,-1257
10.41,57,30.43,100,279.3,4.5,43923,-957
8.52,56,30.43,100,291.91,5.62,44227,-653
6.52,56,30.43,100,286.28,3.37,44526,-354
4.43,56,30.44,100,280.21,4.5,44823,-57
4.28,56,30.44,100,277.59,4.5,45124,244
2.75,56,30.44,100,258.61,4.5,45427,547
2.27,56,30.44,100,259.11,3.37,45725,845
2.51,56,30.44,100,242.47,3.37,46028,1148
2.54,56,30.45,100,280.12,4.5,46326,1446
2.22,56,30.45,100,262.82,3.37,46623,1743
2.54,56,30.45,101,263.29,3.37,46922,2042
2.55,56,30.45,101,263.3,0.0,47225,2345
2.61,56,30.45,101,265.86,1.12,47528,2648
2.6,56,30.45,101,265.56,2.25,47826,2946
2.27,56,30.46,101,267.72,1.12,48123,3243
2.88,56,30.46,101,267.43,1.12,48424,3544
3.03,56,30.46,101,267.35,2.25,48725,3845
3.0,56,30.46,101,267.37,1.12,49026,4146
3.08,56,30.46,101,267.33,0.0,49322,4442
2.79,56,30.46,101,267.47,1.12,49627,4747
2.61,56,30.46,101,267.58,2.25,49924,5044
2.67,56,30.47,101,268.03,2.25,50230,5350
2.62,56,30.47,101,284.9,3.37,50547,5667
2.81,56,30.47,101,291.81,2.25,50824,5944
2.74,56,30.47,101,293.59,3.37,51125,6245
2.75,56,30.47,101,294.86,1.12,51424,6544
2.35,55,30.47,101,295.08,1.12,51726,6846
2.1,55,30.48,101,295.25,1.12,52027,7147
2.0,55,30.48,101,295.29,0.0,52325,7445
2.06,55,30.48,101,295.28,2.25,52630,7750
2.08,55,30.48,101,338.93,3.37,52924,8044
2.2,55,30.48,101,19.6,2.25,53225,8345
2.04,55,30.48,101,26.55,1.12,53526,8646
2.08,55,30.48,101,32.35,3.37,53825,8945
2.12,55,30.48,101,36.0,2.25,54123,9243
1.95,55,30.48,101,35.92,1.12,54428,9548
2.11,55,30.48,101,37.07,2.25,54725,9845
1.91,55,30.48,101,41.27,1.12,55025,10145
1.82,55,30.48,101,40.23,2.25,55323,10443
1.57,54,30.48,101,39.62,1.12,55623,10743
2.42,54,30.48,101,40.04,1.12,55925,11045
2.3,54,30.48,101,39.97,1.12,56225,11345
2.31,54,30.48,101,39.98,1.12,56529,11649
2.1,54,30.48,101,39.84,1.12,56828,11948
1.71,54,30.48,102,41.37,2.25,57128,12248
2.01,54,30.48,102,41.57,2.25,57428,12548
3.24,54,30.48,101,42.39,2.25,57725,12845
2.91,54,30.49,102,106.94,4.5,58024,13144
2.61,53,30.48,101,159.16,4.5,58325,13445
2.66,53,30.48,101,174.31,4.5,58623,13743
2.47,53,30.48,101,174.35,4.5,58927,14047
2.71,52,30.48,101,180.96,5.62,59224,14344
2.49,52,30.48,101,187.42,7.87,59522,14642
2.86,52,30.48,101,190.37,6.75,59823,14943
2.19,52,30.48,101,189.47,6.75,60429,15549
2.42,52,30.48,101,174.52,3.37,60723,15843
2.34,51,30.47,101,174.58,3.37,61023,16143
2.29,51,30.48,101,175.59,3.37,61325,16445
2.05,51,30.48,101,175.59,3.37,61629,16749
3.38,51,30.48,101,175.6,3.37,61928,17048
2.75,51,30.47,101,175.59,2.25,62224,17344
2.41,50,30.47,101,175.59,0.0,62524,17644
2.67,51,30.47,101,175.59,3.37,62825,17945
4.64,50,30.47,101,175.52,4.5,63128,18248
4.32,50,30.47,101,175.47,2.25,63423,18543
3.06,50,30.47,101,175.53,2.25,63724,18844
2.96,49,30.47,100,154.9,5.62,64026,19146
2.61,49,30.47,100,186.43,3.37,-22074,-66894
2.52,49,30.47,100,186.44,1.12,-21776,-66596
3.81,49,30.47,98,210.53,3.37,-20876,-65696
2.27,49,30.47,97,185.02,2.25,-20574,-65394
3.4,49,30.46,97,193.11,5.62,-19670,-64490
3.72,49,30.46,95,164.74,7.87,-19374,-64194
3.08,49,30.46,94,182.12,6.75,-19074,-63894
3.61,49,30.46,97,196.94,6.75,-18775,-63595
3.52,49,30.46,97,201.2,6.75,-18478,-63298
3.47,49,30.46,95,107.83,4.5,-18173,-62993
3.36,49,30.46,93,142.83,3.37,-17874,-62694
3.34,49,30.46,91,139.86,2.25,-17577,-62397
3.03,49,30.46,94,87.52,3.37,-17273,-62093
3.96,50,30.46,87,23.24,2.25,-16977,-61797
3.6,51,30.45,86,155.56,5.62,-16672,-61492
3.98,51,30.45,87,111.6,5.62,-16376,-61196
3.65,50,30.45,87,172.55,4.5,-16074,-60894
4.03,50,30.45,87,165.47,6.75,-15775,-60595
3.75,50,30.45,87,151.72,4.5,-15476,-60296
3.01,50,30.45,85,171.61,5.62,-15174,-59994
3.09,50,30.45,86,176.86,5.62,-14876,-59696
2.73,50,30.45,86,182.24,7.87,-14572,-59392
2.74,50,30.45,89,186.57,6.75,-14275,-59095
2.64,50,30.45,93,179.88,5.62,-13975,-58795
1.99,50,30.45,93,169.87,4.5,-13674,-58494
2.34,50,30.44,94,177.91,5.62,-13372,-58192
2.07,50,30.44,94,182.04,5.62,-13077,-57897
2.35,50,30.45,93,187.08,3.37,-12773,-57593
1.76,50,30.45,93,187.66,2.25,-12474,-57294
2.53,50,30.45,93,139.1,3.37,-12178,-56998
2.4,51,30.45,94,162.72,4.5,-11870,-56690
2.58,51,30.44,93,163.33,3.37,-11578,-56398
2.77,51,30.44,94,124.09,4.5,-11275,-56095
2.62,51,30.44,94,138.41,2.25,-10971,-55791
2.89,51,30.44,95,160.66,3.37,-10675,-55495
2.25,51,30.44,94,170.57,3.37,-10374,-55194
2.96,51,30.44,94,172.8,4.5,-10065,-54885
2.45,51,30.44,95,174.8,4.5,-9774,-54594
2.55,51,30.44,95,177.03,5.62,-9476,-54296
2.54,51,30.44,95,178.12,4.5,-9171,-53991
2.58,52,30.44,96,181.77,5.62,-8877,-53697
2.53,52,30.44,97,188.36,5.62,-8570,-53390
2.57,52,30.44,97,192.6,5.62,-8276,-53096
2.52,52,30.44,97,195.84,5.62,-7975,-52795
2.53,52,30.44,97,188.42,5.62,-7676,-52496
2.47,52,30.44,97,190.59,3.37,-7376,-52196
2.44,52,30.44,97,188.54,2.25,-7077,-51897
2.59,52,30.44,97,188.53,2.25,-6776,-51596
2.93,52,30.44,97,188.49,3.37,-6474,-51294
2.6,52,30.45,98,188.51,3.37,-6176,-50996
2.49,52,30.45,98,188.53,2.25,-5877,-50697
2.43,52,30.45,98,188.54,1.12,-5577,-50397
2.59,52,30.45,98,157.68,3.37,-5276,-50096
2.59,52,30.44,99,156.95,6.75,-4976,-49796
2.51,52,30.44,98,160.23,9.0,-4669,-49489
3.21,52,30.44,98,154.61,6.75,-4375,-49195
2.71,52,30.44,97,158.3,9.0,-4076,-48896
3.08,52,30.44,97,143.13,12.37,-3771,-48591
2.84,52,30.45,96,148.06,10.12,-3476,-48296
3.93,52,30.44,95,150.37,9.0,-3175,-47995
2.97,52,30.44,95,174.26,10.12,-2877,-47697
3.64,52,30.44,96,156.55,10.12,-2578,-47398
3.46,52,30.44,95,173.95,7.87,-2273,-47093
3.26,52,30.44,95,166.26,7.87,-1974,-46794
3.22,52,30.44,93,186.96,6.75,-1671,-46491
2.77,52,30.44,92,176.33,6.75,-1372,-46192
2.51,52,30.44,90,188.56,9.0,-1074,-45894
3.12,52,30.44,89,170.54,6.75,-773,-45593
4.64,52,30.44,88,157.21,7.87,-469,-45289
5.96,52,30.44,88,167.75,6.75,-175,-44995
7.57,52,30.45,87,181.55,7.87,123,-44697
9.47,52,30.45,88,187.24,7.87,422,-44398
11.62,52,30.44,87,170.24,6.75,725,-44095
13.72,52,30.44,88,166.11,5.62,1022,-43798
15.6,52,30.45,87,171.43,10.12,1326,-43494
16.69,52,30.45,87,158.83,5.62,1623,-43197
19.31,52,30.45,87,164.82,7.87,1926,-42894
22.57,52,30.45,87,155.36,6.75,2242,-42578
28.01,52,30.45,87,154.55,9.0,2524,-42296
125.33,53,30.45,87,149.38,6.75,2846,-41974
154.09,53,30.45,86,185.76,6.75,3124,-41696
179.61,54,30.45,84,178.25,10.12,3424,-41396
203.49,54,30.46,84,182.27,4.5,3724,-41096
231.02,55,30.45,83,163.72,7.87,4031,-40789
254.63,56,30.46,83,180.73,5.62,4323,-40497
280.91,56,30.46,83,169.89,5.62,4630,-40190
304.24,57,30.46,82,174.54,5.62,4927,-39893
325.9,58,30.46,80,121.95,1.12,5225,-39595
346.02,59,30.46,83,91.97,2.25,5525,-39295
368.03,59,30.46,82,35.05,5.62,5832,-38988
389.8,58,30.46,83,55.58,1.12,6127,-38693
409.55,58,30.46,86,90.61,3.37,6428,-38392
430.69,57,30.46,87,57.25,4.5,6724,-38096
450.49,57,30.47,89,96.36,2.25,7023,-37797
472.09,57,30.47,90,81.91,5.62,7322,-37498
506.97,57,30.47,92,32.72,2.25,7623,-37197
512.11,57,30.47,93,53.32,7.87,7922,-36898
544.75,57,30.47,93,38.61,2.25,8225,-36595
619.64,57,30.47,93,344.1,2.25,8527,-36293
360.77,57,30.47,94,68.73,3.37,8826,-35994
379.77,57,30.47,95,31.62,2.25,9123,-35697
601.77,57,30.47,96,73.72,2.25,9426,-35394
221.03,57,30.48,97,358.72,1.12,9722,-35098
258.39,56,30.48,97,34.71,0.0,10025,-34795
177.73,56,30.48,97,39.17,1.12,10322,-34498
147.86,56,30.48,97,51.75,3.37,10623,-34197
139.9,55,30.48,97,353.0,2.25,10923,-33897
194.41,55,30.48,98,27.09,2.25,11226,-33594
173.94,55,30.48,98,36.3,2.25,11525,-33295
249.44,55,30.48,99,13.3,3.37,11824,-32996
241.92,56,30.48,99,2.06,5.62,12127,-32693
345.62,55,30.48,99,12.53,2.25,12424,-32396
294.22,56,30.48,99,335.34,3.37,12729,-32091
347.41,56,30.48,98,70.89,2.25,13026,-31794
850.5,56,30.48,98,354.4,3.37,13323,-31497
304.43,57,30.48,98,8.75,4.5,13629,-31191
248.3,57,30.48,98,14.63,3.37,13924,-30896
322.54,57,30.48,97,40.47,4.5,14224,-30596
295.0,57,30.49,97,38.24,5.62,14525,-30295
247.14,57,30.49,96,28.76,1.12,14825,-29995
280.96,57,30.48,96,33.42,3.37,15125,-29695
344.42,57,30.48,96,34.11,4.5,15423,-29397
382.64,57,30.48,96,5.91,5.62,15723,-29097
326.84,57,30.48,96,5.48,4.5,16025,-28795
575.19,57,30.48,96,25.6,3.37,16322,-28498
494.83,58,30.48,96,12.73,6.75,16623,-28197
596.23,58,30.48,96,45.74,3.37,16924,-27896
1368.35,59,30.48,95,20.97,6.75,17234,-27586
498.69,59,30.48,94,45.54,5.62,17524,-27296
345.28,59,30.48,94,40.0,7.87,17828,-26992
550.48,59,30.47,94,58.02,9.0,18125,-26695
446.14,59,30.47,95,63.32,9.0,18425,-26395
640.51,60,30.47,94,1.64,4.5,19025,-25795
1207.12,59,30.47,94,59.99,4.5,19630,-25190
536.0,60,30.48,93,16.32,7.87,19924,-24896
1475.4,60,30.48,91,6.55,6.75,20226,-24594
654.34,61,30.47,90,357.42,6.75,20823,-23997
805.75,61,30.47,90,36.94,3.37,21124,-23696
647.32,61,30.47,90,43.14,7.87,21424,-23396
415.06,61,30.47,92,36.96,6.75,21727,-23093
1601.26,61,30.47,93,3.56,9.0,22024,-22796
585.8,61,30.47,94,39.73,5.62,22328,-22492
1265.47,61,30.47,92,10.97,5.62,22625,-22195
781.09,62,30.47,91,39.69,11.25,22924,-21896
988.64,62,30.47,90,19.61,9.0,23224,-21596
801.33,61,30.47,90,33.62,6.75,23537,-21283
390.29,61,30.47,93,19.1,4.5,23826,-20994
418.5,61,30.46,96,1.84,9.0,24128,-20692
276.19,59,30.46,96,30.13,4.5,24425,-20395
223.03,59,30.46,97,11.44,2.25,24724,-20096
309.7,59,30.46,98,16.85,10.12,25032,-19788
359.65,59,30.46,99,335.26,9.0,25328,-19492
333.81,58,30.46,99,172.57,6.75,25622,-19198
300.37,57,30.46,98,39.29,11.25,25928,-18892
369.13,57,30.46,99,6.19,4.5,26226,-18594
450.37,57,30.46,99,76.89,3.37,26526,-18294
461.99,57,30.46,99,30.73,7.87,26824,-17996
393.56,56,30.46,99,358.92,7.87,27125,-17695
322.67,56,30.45,98,3.83,2.25,27426,-17394
300.03,57,30.45,100,35.39,7.87,27729,-17091
265.44,58,30.45,100,40.33,5.62,28026,-16794
284.82,58,30.45,100,27.85,9.0,28324,-16496
316.49,58,30.44,100,9.39,12.37,28627,-16193
274.43,58,30.44,100,358.37,6.75,28928,-15892
294.59,58,30.44,100,29.77,9.0,29226,-15594
289.49,58,30.44,101,42.02,7.87,29531,-15289
312.86,58,30.44,101,17.56,7.87,29823,-14997
342.44,58,30.44,101,44.65,9.0,30126,-14694
251.53,58,30.44,101,34.12,1.12,30428,-14392
279.7,57,30.44,101,41.64,7.87,30725,-14095
213.01,57,30.44,101,32.25,2.25,31027,-13793
284.65,58,30.44,101,15.43,5.62,31324,-13496
182.14,57,30.44,101,12.08,4.5,31629,-13191
70.39,57,30.43,101,105.83,10.12,31926,-12894
59.87,57,30.44,101,67.75,2.25,32229,-12591
62.21,57,30.43,101,107.01,4.5,32523,-12297
74.2,56,30.43,101,74.81,6.75,32825,-11995
46.86,56,30.43,101,89.22,9.0,33125,-11695
40.77,56,30.44,101,31.38,4.5,33423,-11397
39.23,56,30.44,101,65.72,4.5,33726,-11094
49.58,56,30.44,101,51.05,2.25,34025,-10795
64.01,56,30.43,101,100.03,12.37,34325,-10495
88.99,56,30.43,101,113.23,5.62,34622,-10198
82.05,55,30.43,101,103.27,4.5,35224,-9596
58.83,55,30.43,101,76.48,3.37,35529,-9291
58.33,55,30.44,101,44.66,10.12,35824,-8996
50.21,55,30.43,101,72.0,1.12,36125,-8695
46.66,55,30.44,101,127.65,4.5,36423,-8397
41.7,55,30.44,101,17.96,3.37,36727,-8093
50.6,55,30.44,101,80.41,2.25,37027,-7793
42.11,55,30.44,101,35.42,3.37,37322,-7498
39.71,55,30.44,101,93.12,3.37,37625,-7195
38.75,55,30.44,101,74.26,3.37,37923,-6897
58.74,54,30.44,101,70.85,4.5,38226,-6594
62.7,54,30.44,101,37.71,4.5,38524,-6296
45.33,54,30.44,101,76.28,4.5,38823,-5997
36.74,54,30.44,101,74.42,4.5,39125,-5695
27.42,54,30.44,101,124.62,1.12,39422,-5398
45.93,54,30.44,101,78.48,2.25,39729,-5091
50.08,54,30.44,101,106.47,5.62,40027,-4793
53.25,54,30.44,101,144.27,5.62,40326,-4494
53.76,54,30.44,101,146.7,1.12,40625,-4195
46.92,54,30.44,101,124.13,3.37,40923,-3897
39.49,54,30.44,101,126.26,4.5,41228,-3592
34.35,54,30.44,101,167.75,3.37,41527,-3293
35.23,54,30.44,101,157.74,2.25,41838,-2982
29.04,54,30.44,101,143.4,3.37,42125,-2695
22.19,54,30.44,101,152.34,4.5,42423,-2397
18.84,53,30.44,100,160.05,1.12,42725,-2095
16.18,53,30.44,98,73.69,2.25,43027,-1793
15.52,53,30.44,99,132.95,5.62,43324,-1496
23.74,53,30.44,97,119.15,3.37,43624,-1196
13.94,53,30.44,97,71.22,2.25,43924,-896
11.07,53,30.43,97,132.95,5.62,44223,-597
